"NTD ID","Agency","Reporter Type","Organization Type","City","State","Report Year","Agency VOMS","UACE Code","UZA Name","Primary UZA Area Sq Miles","Primary UZA Population","Service Area Sq Miles","Service Area Population","Actual Vehicle/Passenger Car Miles","Actual Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Deadhead Miles","Scheduled Vehicle/Passenger Car Revenue Miles","Actual Vehicle/Passenger Car Hours","Actual Vehicle/Passenger Car Revenue Hours","Actual Vehicle/Passenger Car Deadhead Hours","Charter Service Hours","School Bus Hours","Trains in Operation","Train Miles","Train Revenue Miles","Train Deadhead Miles","Train Hours","Train Revenue Hours","Train Deadhead Hours","Unlinked Passenger Trips (UPT)","ADA UPT","Sponsored Service UPT","Passenger Miles Traveled","Directional Route Miles"
"00368","Lower Columbia Community Action Council, dba: Lower Columbia CAP","Rural Reporter","Private-Non-Profit Corporation","Longview","WA","2024","6",,,"0",,,,,"125,772",,,,"3,744",,,,,,,,,,,"11,151",,"292",,
"00371","Wahkiakum County, dba: Wahkiakum on the Move","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cathlamet","WA","2024","7",,,"0",,,,,"158,790",,,,"7,162",,,,,,,,,,,"10,413",,"914",,
"00373","Treasure Valley Transit","Reduced Reporter","Private-Non-Profit Corporation","Nampa","ID","2024","26","60976","Nampa, ID","65.86","177,561","234","151,487",,"558,088",,,,"27,751",,,,,,,,,,,"104,956",,"0",,
"00374","Harney County, dba: Harney Hub Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burns","OR","2024","11",,,"0",,,,,"201,074",,,,"14,371",,,,,,,,,,,"22,275",,"1,225",,
"00375","Columbia County, dba: Columbia County Rider Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Saint Helens","OR","2024","7",,,"0",,,,,"91,016",,,,"5,647",,,,,,,,,,,"17,741",,"3,807",,
"00376","Ride Connection, Inc.","Full Reporter","Private-Non-Profit Corporation","Portland","OR","2024","68","71317","Portland, OR--WA","519.3","2,104,238","1,192","1,415,800","680,194","938,948","63,785","319,461","59,431","70,631","7,040","0","0",,,,,,,,"196,188","0","0","989,311",
"00377","City of Lebanon, dba: Lebanon Interneighborhood Express","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lebanon","OR","2024","9",,,"0",,,,,"151,555",,,,"13,719",,,,,,,,,,,"63,948",,"0",,
"00378","Central Area Rural Transit System, Inc., dba: Central Area Rural Transit System","Rural Reporter","Private-Non-Profit Corporation","Soldotna","AK","2024","22",,,"0",,,,,"209,729",,,,"15,031",,,,,,,,,,,"29,117",,"3,960",,
"00382","Inter-Island Ferry Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Craig","AK","2024","1",,,"0",,,,,"25,344",,,,"2,112",,,,,,,,,,,"48,554",,,,
"00383","Columbia County Public Transportation","Rural Reporter","Independent Public Agency or Authority of Transit Service","Dayton","WA","2024","13",,,"0",,,,,"263,226",,,,"10,868",,,,,,,,,,,"46,974",,"0",,
"00386","Special Mobility Services","Rural Reporter","Private-Non-Profit Corporation","Portland","OR","2024","6",,,"0",,,,,"155,849",,,,"6,744",,,,,,,,,,,"8,965",,"0",,
"00387","City of Bethel, dba: Bethel Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bethel","AK","2024","1",,,"0",,,,,"45,045",,,,"5,870",,,,,,,,,,,"12,014",,,,
"00389","City of Sandy","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sandy","OR","2024","7",,,"0",,,,,"358,920",,,,"18,918",,,,,,,,,,,"87,764",,"0",,
"00391","City and Borough of Juneau, dba: Capital Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Juneau","AK","2024","20",,,"0",,,,,"718,178",,,,"47,555",,,,,,,,,,,"870,064",,"2,136",,
"00396","Mid-Columbia Economic Development District","Rural Reporter","City, County or Local Government Unit or Department of Transportation","The Dalles","OR","2024","8",,,"0",,,,,"190,816",,,,"12,917",,,,,,,,,,,"27,530",,"783",,
"00398","Coastal Community Action Program","Rural Reporter","Private-Non-Profit Corporation","Aberdeen","WA","2024","8",,,"0",,,,,"283,429",,,,"13,498",,,,,,,,,,,"13,048",,"0",,
"00399","Sunshine Transit","Rural Reporter","Private-Non-Profit Corporation","Talkeetna","AK","2024","11",,,"0",,,,,"198,631",,,,"8,883",,,,,,,,,,,"16,784",,"1,193",,
"00400","Gwichyaa Zhee Tribal Transit Service, dba: Native Village of Fort Yukon","Reduced Reporter","Tribe","Fort Yukon","AK","2024","1","00002","Alaska Non-UZA","0","359,299",,,,"12,020",,,,"1,525",,,,,,,,,,,"4,310",,,,
"00401","Lower Elwha Klallam Tribe","Reduced Reporter","Tribe","Port Angeles","WA","2024","1","00053","Washington Non-UZA","0","1,895,776",,,,"15,589",,,,"696",,,,,,,,,,,"887",,,,
"00403","Lemhi Ride","Rural Reporter","Private-Non-Profit Corporation","Salmon","ID","2024","4",,,"0",,,,,"36,614",,,,"1,793",,,,,,,,,,,"10,649",,"2,740",,
"00404","Shoshone County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wallace","ID","2024","2",,,"0",,,,,"73,538",,,,"3,438",,,,,,,,,,,"16,751",,"2,168",,
"00405","Okanogan County Transit Authority, dba: TranGO","Rural Reporter","Independent Public Agency or Authority of Transit Service","Okanogan","WA","2024","16",,,"0",,,,,"656,405",,,,"21,500",,,,,,,,,,,"65,401",,,,
"00407","Muckleshoot Indian Tribe","Reduced Reporter","Tribe","Auburn","WA","2024","7","80389","Seattle--Tacoma, WA","982.52","3,544,011",,,,"175,734",,,,"13,873",,,,,,,,,,,"33,197",,"0",,
"00409","Morrow County, dba: Morrow County Loop","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Heppner","OR","2024","6",,,"0",,,,,"144,359",,,,"5,335",,,,,,,,,,,"3,554",,"372",,
"00414","Ninilchik Village, dba: BUMPS (Basic Unified Multi Path Services)","Reduced Reporter","Tribe","Ninilchik","AK","2024","3","00002","Alaska Non-UZA","0","359,299",,,,"36,700",,,,"943",,,,,,,,,,,"745",,,,
"00415","Ada County Highway District, dba: ACHD Commuteride","Full Reporter","City, County or Local Government Unit or Department of Transportation","Anchorage","ID","2024","88","08785","Boise City, ID","139.23","433,180","1,664","732,500","1,326,325","1,326,325","0",,"28,046","28,046","0",,,,,,,,,,"134,302",,,"5,251,844",
"00416","Boise State University, dba: Bronco Shuttles","Reduced Reporter","University","Boise","ID","2024","10","08785","Boise City, ID","139.23","433,180","5","29,260",,"142,309",,,,"17,957",,,,,,,,,,,"160,912",,,,
"00419","Kenaitze Indian Tribe","Reduced Reporter","Tribe","Kenai","AK","2024","7","00002","Alaska Non-UZA","0","359,299",,,,"79,632",,,,"4,764",,,,,,,,,,,"13,392",,"0",,
"00420","Native Village of Unalakleet","Reduced Reporter","Tribe","Unalakleet","AK","2024","1","00002","Alaska Non-UZA","0","359,299",,,,"5,528",,,,"581",,,,,,,,,,,"6,013",,"0",,
"00459","Umpqua Public Transportation District","Rural Reporter","Independent Public Agency or Authority of Transit Service","Roseburg","OR","2024","17",,,"0",,,,,"702,245",,,,"38,722",,,,,,,,,,,"128,757",,"0",,
"00460","Craig Tribal Association","Reduced Reporter","Tribe","Craig","AK","2024","1","00002","Alaska Non-UZA","0","359,299",,,,"36,659",,,,"1,941",,,,,,,,,,,"1,543",,,,
"00463","Petersburg Indian Association","Reduced Reporter","Tribe","Petersburg","AK","2024","1","00002","Alaska Non-UZA","0","359,299",,,,"12,217",,,,"1,028",,,,,,,,,,,"9,476",,"0",,
"00464","Lane Council of Governments, dba: Link Lane","Rural Reporter","MPO, COG or Other Planning Agency","Eugene","OR","2024","6",,,"0",,,,,"187,215",,,,"6,770",,,,,,,,,,,"14,255",,"0",,
"10001","Rhode Island Public Transit Authority, dba: RIPTA","Full Reporter","Independent Public Agency or Authority of Transit Service","Providence","RI","2024","294","72505","Providence, RI--MA","544.25","1,285,806","1,143","1,048,319","13,923,095","12,644,120","1,829,431","9,015,796","752,600","701,468","69,484","0","0",,,,,,,,"13,097,025","281,915","6,821","59,508,854","2.72"
"10002","Manchester Transit Authority","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Manchester","NH","2024","25","53740","Manchester, NH","80.63","163,289","235","248,263",,"919,710",,,,"71,939",,,,,,,,,,,"353,963",,"0",,
"10003","Massachusetts Bay Transportation Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Boston","MA","2024","2,006","09271","Boston, MA--NH","1,655.89","4,382,009","664","2,682,227","86,117,389","79,497,332","6,620,057","71,927,382","6,703,310","6,147,426","555,884","0","0",,"10,952,122","10,694,252","257,870","768,492","746,545","21,947","251,724,882","960,871",,"1,262,075,220","1,044.45"
"10004","Brockton Area Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Brockton","MA","2024","82","09271","Boston, MA--NH","1,655.89","4,382,009","86","255,876","1,871,820","1,782,758","89,062","1,328,796","186,602","178,524","8,078","0","0",,,,,,,,"2,553,455","21,914","49,474","12,739,254",
"10005","Lowell Regional Transit Authority, dba: LRTA","Full Reporter","Independent Public Agency or Authority of Transit Service","Lowell","MA","2024","76","09271","Boston, MA--NH","1,655.89","4,382,009","282","370,594","1,470,372","1,368,138","102,234","957,500","98,273","92,284","5,989","0","0",,,,,,,,"917,580","55,379",,"4,824,228",
"10006","Southeastern Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","New Bedford","MA","2024","79","61786","New Bedford, MA","59.31","155,491","289","308,614","2,537,349","2,381,148","156,201","1,556,255","188,181","179,935","8,246","0","0",,,,,,,,"2,926,800","87,145","0","9,935,447",
"10007","Berkshire Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Pittsfield","MA","2024","30","69778","Pittsfield, MA","30.46","50,720","384","127,500","1,245,382","1,175,567","69,815","933,626","75,755","69,587","6,168","0","0",,,,,,,,"567,065","24,602","0","3,390,059",
"10008","Pioneer Valley Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Springfield","MA","2024","207","83926","Springfield, MA--CT","201.77","442,145","627","582,689","7,350,779","6,573,992","776,787","4,831,526","479,722","430,366","49,356","0","0",,,,,,,,"8,017,071","172,300",,"31,175,082",
"10013","Merrimack Valley Regional Transit Authority, dba: Merrimack Valley Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Haverhill","MA","2024","84","09271","Boston, MA--NH","1,655.89","4,382,009","225","398,382","3,032,075","2,627,670","404,405","1,623,003","226,045","210,846","15,199","0","0",,,,,,,,"2,950,920","75,164","0","14,127,414",
"10014","Worcester Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Worcester","MA","2024","98","97291","Worcester, MA--CT","260.29","482,085","866","578,732","3,169,516","3,413,928","229,207","2,087,511","236,907","256,336","12,896","0","0",,,,,,,,"4,776,662","107,742","0","17,488,693",
"10015","Lewiston-Auburn Transit Committee","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Auburn","ME","2024","9","49339","Lewiston, ME","31.42","60,743","19","46,052",,"241,145",,,,"23,404",,,,,,,,,,,"319,254",,"0",,
"10016","Greater Portland Transit District, dba: METRO","Full Reporter","Independent Public Agency or Authority of Transit Service","Portland","ME","2024","30","71263","Portland, ME","123.88","205,356","71","109,535","1,546,535","1,450,492","96,043","1,454,200","114,786","110,754","4,032","0","0",,,,,,,,"1,817,135",,,"10,539,383",
"10017","Greater Hartford Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Hartford","CT","2024","139","37243","Hartford, CT","535.93","977,158","317","770,559","5,059,648","4,083,502","976,146",,"342,541","257,611","84,930",,,,,,,,,,"479,851","479,851",,"4,962,587",
"10040","Southeast Area Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Preston","CT","2024","28","64135","Norwich--New London, CT","116.72","167,432","156","167,885","1,433,085","1,273,577","159,508","1,068,915","93,266","84,862","8,404",,,,,,,,,,"1,065,778","6,505",,"7,445,966",
"10042","Valley Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Derby","CT","2024","12","10162","Bridgeport--Stamford, CT--NY","397.29","916,408","58","88,770","237,391","211,305","26,086",,"18,935","16,260","2,675",,,,,,,,,,"43,026","9,226",,"245,149",
"10045","Connecticut Department of Transportation - CTTransit New Britain -Dattco., dba: DATTCO","Full Reporter","Private Provider Reporting on Behalf of a Public Entity","New Britain","CT","2024","22","37243","Hartford, CT","535.93","977,158","13","73,941","1,283,998","1,015,055","268,943","1,200,490","57,915","50,034","7,881",,,,,,,,,,"292,038",,,"4,017,960","18.2"
"10048","Connecticut Department of Transportation - CTTRANSIT - Hartford Division, dba: CTTransit","Full Reporter","State Government Unit or Department of Transportation","Hartford","CT","2024","213","37243","Hartford, CT","535.93","977,158","664","851,535","10,479,687","9,383,284","1,096,403","9,388,226","792,336","739,898","52,438","0","0",,,,,,,,"12,658,139",,,"64,988,405","66.59"
"10049","Greater New Haven Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Hamden","CT","2024","51","62407","New Haven, CT","298.01","561,456","197","451,486","2,044,757","1,680,752","364,005",,"152,990","126,184","26,806","0","0",,,,,,,,"186,384","173,851","0","1,338,027",
"10050","Greater Bridgeport Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Bridgeport","CT","2024","63","10162","Bridgeport--Stamford, CT--NY","397.29","916,408","102","362,408","2,396,908","2,287,288","109,620","1,925,656","212,831","203,522","9,309","15","0",,,,,,,,"4,665,100","69,029","4,564","13,449,141",
"10051","Housatonic Area Regional Transit , dba: HARTransit","Full Reporter","Independent Public Agency or Authority of Transit Service","Danbury","CT","2024","41","22096","Danbury, CT--NY","118.49","171,680","124","154,855","1,556,675","1,377,153","179,522","1,218,535","99,593","90,396","9,197","0","0",,,,,,,,"579,067","14,205","0","3,697,547",
"10053","Cape Ann Transportation Authority, dba: CATA","Full Reporter","Independent Public Agency or Authority of Transit Service","Gloucester","MA","2024","20","09271","Boston, MA--NH","1,655.89","4,382,009","93","60,184","582,082","518,402","63,680","234,574","42,360","35,541","6,819","0","0",,,,,,,,"211,850","9,221",,"563,495",
"10055","Connecticut Department of Transportation - CTTRANSIT New Haven Division, dba: CTTransit","Full Reporter","State Government Unit or Department of Transportation","Hartford","CT","2024","99","62407","New Haven, CT","298.01","561,456","456","531,314","4,888,793","4,457,762","431,031","4,462,272","425,556","400,719","24,837","0","0",,,,,,,,"5,988,941",,,"23,166,727",
"10056","Connecticut Department of Transportation - CTTRANSIT Stamford Division, dba: CTTransit","Full Reporter","State Government Unit or Department of Transportation","Hartford","CT","2024","43","10162","Bridgeport--Stamford, CT--NY","397.29","916,408","133","281,327","1,641,702","1,563,316","78,386","1,563,570","151,018","146,406","4,612","0","0",,,,,,,,"2,766,772",,,"14,139,369",
"10057","Norwalk Transit District","Full Reporter","Independent Public Agency or Authority of Transit Service","Norwalk","CT","2024","75","10162","Bridgeport--Stamford, CT--NY","397.29","916,408","45","118,325","1,511,764","1,311,232","200,532","783,554","167,078","140,143","26,935","0","0",,,,,,,,"1,324,162","77,376","0","5,290,391",
"10061","Montachusett Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Fitchburg","MA","2024","630","49096","Leominster--Fitchburg, MA","52.93","111,790","624","231,493","3,057,482","7,526,644","235,473","978,845","185,884","362,322","16,386",,,,,,,,,,"984,506","39,968","368,275","9,904,624",
"10064","Greater Attleboro-Taunton Regional Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Taunton","MA","2024","111","72505","Providence, RI--MA","544.25","1,285,806","843","603,790","3,647,891","3,193,672","454,219","1,372,079","239,937","211,603","28,334","0","0",,,,,,,,"777,128","26,312","0","3,457,057",
"10066","Green Mountain Transit Authority","Full Reporter","Independent Public Agency or Authority of Transit Service","Burlington","VT","2024","130","11755","Burlington, VT","62.01","118,032","2,079","292,211","4,160,045","3,598,940","561,105","1,923,881","243,662","214,064","29,598","0","0",,,,,,,,"2,760,001","61,769","34,751","11,432,512",
"10069","Regional Transportation Program, Inc.","Reduced Reporter","Private-Non-Profit Corporation","Westbrook","ME","2024","26","71263","Portland, ME","123.88","205,356","53","265,612",,"508,939",,,,"35,470",,,,,,,,,,,"66,537",,"0",,
"10086","Cooperative Alliance for Seacoast Transportation","Full Reporter","Independent Public Agency or Authority of Transit Service","Dover","NH","2024","24","24607","Dover--Rochester, NH--ME","52.31","72,391","368","167,231","1,012,181","879,653","132,528","646,375","62,907","52,321","10,586","0","0",,,,,,,,"373,940","16,361","8,436","2,531,582",
